"","mat_ori$id","Resource.Acquisition.Substrate.degradation.complex.carbohydrate.depolymerization.cellulose.breakdown","Resource.Acquisition.Substrate.degradation.complex.carbohydrate.depolymerization.chitin.breakdown","Resource.Acquisition.Substrate.degradation.complex.carbohydrate.depolymerization.heteromannan.breakdown","Resource.Acquisition.Substrate.degradation.complex.carbohydrate.depolymerization.mixed.linkage.glucan.breakdown","Resource.Acquisition.Substrate.degradation.complex.carbohydrate.depolymerization.xylan.and.heteroxylan.breakdown","Resource.Acquisition.Substrate.degradation.complex.carbohydrate.depolymerization.xyloglucan.breakdown","Resource.Acquisition.Substrate.degradation.simple.compound.degradation.protein.degradation"
"289","grassRedWet1_bin.31.strict",1.50450825899809e-06,1.50450825899809e-06,6.01803303599235e-07,1.20360660719847e-06,1.50450825899809e-06,9.02704955398853e-07,8.12434459858967e-06
"290","grassRedWet1_bin.32.orig",9.52343160985675e-07,6.34895440657117e-07,3.17447720328558e-07,6.34895440657117e-07,1.26979088131423e-06,3.17447720328558e-07,7.6187452878854e-06
"291","grassRedWet1_bin.33.orig",6.06284931485256e-07,9.09427397227883e-07,3.03142465742628e-07,6.06284931485256e-07,2.72828219168365e-06,3.03142465742628e-07,6.36599178059518e-06
"292","grassRedWet1_bin.34.orig",9.53153460566612e-07,7.14865095424959e-07,2.38288365141653e-07,7.14865095424959e-07,2.14459528627488e-06,7.14865095424959e-07,6.43378585882463e-06
"293","grassRedWet1_bin.35.orig",2.08398892151489e-06,1.04199446075745e-06,1.04199446075745e-06,1.04199446075745e-06,4.68897507340851e-06,1.04199446075745e-06,8.8569529164383e-06
"294","grassRedWet1_bin.37.orig",5.36436942910235e-07,8.04655414365352e-07,2.68218471455117e-07,2.68218471455117e-07,1.34109235727559e-06,0,7.77833567219841e-06
"295","grassRedWet1_bin.38.orig",1.06224026897623e-06,6.37344161385739e-07,2.12448053795246e-07,2.12448053795246e-07,1.91203248415722e-06,8.49792215180986e-07,5.52364939867641e-06
"296","grassRedWet1_bin.39.orig",5.09924013673103e-07,5.09924013673103e-07,2.54962006836551e-07,2.54962006836551e-07,1.01984802734621e-06,0,7.13893619142344e-06
"297","grassRedWet1_bin.4.orig",1.26182009978473e-06,1.26182009978473e-06,3.15455024946183e-07,6.30910049892367e-07,2.52364019956947e-06,1.26182009978473e-06,6.94001054881603e-06
"298","grassRedWet1_bin.40.permissive",1.2111680595604e-06,1.2111680595604e-06,6.055840297802e-07,1.2111680595604e-06,2.4223361191208e-06,1.2111680595604e-06,6.055840297802e-06
"299","grassRedWet1_bin.41.strict",1.797178250429e-06,5.99059416809667e-07,8.98589125214501e-07,1.49764854202417e-06,2.99529708404834e-06,1.49764854202417e-06,5.09200504288217e-06
"300","grassRedWet1_bin.42.orig",1.14365835722626e-06,7.62438904817508e-07,3.81219452408754e-07,3.81219452408754e-07,2.28731671445253e-06,3.81219452408754e-07,6.86195014335757e-06
"301","grassRedWet1_bin.43.orig",1.01714603063847e-06,1.01714603063847e-06,3.39048676879491e-07,6.78097353758982e-07,2.03429206127695e-06,1.01714603063847e-06,6.78097353758982e-06
"302","grassRedWet1_bin.44.orig",8.19178162239327e-07,1.09223754965244e-06,2.73059387413109e-07,5.46118774826218e-07,1.91141571189176e-06,1.36529693706555e-06,5.73424713567529e-06
"303","grassRedWet1_bin.45.orig",9.15400934166653e-07,4.57700467083327e-07,0,4.57700467083327e-07,1.37310140124998e-06,9.15400934166653e-07,8.23860840749988e-06
"304","grassRedWet1_bin.47.orig",1.45828449599318e-06,1.09371337199489e-06,3.64571123998295e-07,1.09371337199489e-06,2.18742674398977e-06,7.29142247996591e-07,7.6559936039642e-06
"305","grassRedWet1_bin.48.orig",1.88181097961434e-06,9.40905489807171e-07,4.70452744903585e-07,9.40905489807171e-07,3.76362195922868e-06,1.41135823471076e-06,8.93860215316812e-06
"306","grassRedWet1_bin.49.strict",8.01919903170845e-07,1.06922653756113e-06,2.67306634390282e-07,2.67306634390282e-07,1.33653317195141e-06,5.34613268780563e-07,6.68266585975704e-06
"307","grassRedWet1_bin.5.orig",1.54057046091711e-06,1.23245636873369e-06,3.08114092183423e-07,9.24342276550268e-07,3.08114092183423e-06,1.23245636873369e-06,6.16228184366846e-06
"308","grassRedWet1_bin.50.orig",1.10693509596758e-06,7.37956730645055e-07,3.68978365322528e-07,7.37956730645055e-07,1.10693509596758e-06,1.10693509596758e-06,7.74854567177308e-06
"309","grassRedWet1_bin.51.orig",6.02423066056292e-07,1.20484613211258e-06,3.01211533028146e-07,3.01211533028146e-07,1.20484613211258e-06,9.03634599084437e-07,9.63876905690067e-06
"310","grassRedWet1_bin.52.orig",1.2110481500634e-06,1.2110481500634e-06,6.05524075031699e-07,1.2110481500634e-06,1.2110481500634e-06,6.05524075031699e-07,1.02939092755389e-05
"311","grassRedWet1_bin.53.orig",5.46927769984057e-07,5.46927769984057e-07,2.73463884992029e-07,5.46927769984057e-07,1.09385553996811e-06,5.46927769984057e-07,8.20391654976086e-06
"312","grassRedWet1_bin.54.orig",1.06263968730765e-06,5.31319843653823e-07,5.31319843653823e-07,7.96979765480734e-07,2.3909392964422e-06,1.59395953096147e-06,6.9071579674997e-06
"313","grassRedWet1_bin.55.orig",7.25479868659125e-07,1.45095973731825e-06,7.25479868659125e-07,1.45095973731825e-06,2.17643960597737e-06,1.45095973731825e-06,1.1607677898546e-05
"314","grassRedWet1_bin.56.orig",2.58222781704916e-06,1.29111390852458e-06,6.4555695426229e-07,6.4555695426229e-07,4.51889867983603e-06,6.4555695426229e-07,7.10112649688519e-06
"315","grassRedWet1_bin.57.orig",1.33722555117094e-06,1.33722555117094e-06,4.45741850390314e-07,1.33722555117094e-06,2.67445110234188e-06,1.78296740156126e-06,9.36057885819659e-06
"316","grassRedWet1_bin.58.permissive",1.55808785226419e-06,1.03872523484279e-06,5.19362617421396e-07,1.03872523484279e-06,2.59681308710698e-06,2.59681308710698e-06,9.86788973100652e-06
"317","grassRedWet1_bin.59.orig",1.30163589599409e-06,6.50817947997043e-07,3.25408973998521e-07,6.50817947997043e-07,1.62704486999261e-06,3.25408973998521e-07,6.83358845396895e-06
"318","grassRedWet1_bin.6.orig",2.00859679427952e-06,6.69532264759839e-07,6.69532264759839e-07,1.33906452951968e-06,2.00859679427952e-06,0,1.00429839713976e-05
"319","grassRedWet1_bin.7.orig",1.36766725202825e-06,1.02575043902119e-06,3.41916813007063e-07,3.41916813007063e-07,3.41916813007063e-06,1.02575043902119e-06,5.81258582112006e-06
"320","grassRedWet1_bin.8.orig",1.50600878680827e-06,7.53004393404133e-07,3.76502196702067e-07,7.53004393404133e-07,3.01201757361653e-06,1.1295065901062e-06,6.02403514723307e-06
"321","grassRedWet1_bin.9.orig",9.4083821157946e-07,7.05628658684595e-07,4.7041910578973e-07,9.4083821157946e-07,2.35209552894865e-06,9.4083821157946e-07,6.35065792816136e-06
"322","grassRedWet2_bin.1.orig",1.55429623020992e-06,1.16572217265744e-06,7.77148115104962e-07,1.55429623020992e-06,2.72001840286737e-06,1.16572217265744e-06,8.54862926615458e-06
"323","grassRedWet2_bin.10.orig",1.54443791919424e-06,1.54443791919424e-06,1.15832843939568e-06,1.15832843939568e-06,2.70276635858991e-06,3.86109479798559e-07,6.17775167677694e-06
"324","grassRedWet2_bin.11.orig",7.64763569518665e-07,5.0984237967911e-07,2.54921189839555e-07,2.54921189839555e-07,1.27460594919778e-06,0,6.62795093582843e-06
"325","grassRedWet2_bin.12.permissive",4.22875804970524e-07,6.34313707455787e-07,4.22875804970524e-07,8.45751609941049e-07,1.48006531739684e-06,6.34313707455787e-07,5.49738546461682e-06
"326","grassRedWet2_bin.13.orig",1.26180019772409e-06,6.30900098862045e-07,3.15450049431023e-07,6.30900098862045e-07,2.20815034601716e-06,6.30900098862045e-07,5.67810088975841e-06
"327","grassRedWet2_bin.14.orig",2.96934154851162e-07,2.96934154851162e-07,0,2.96934154851162e-07,5.93868309702323e-07,2.96934154851162e-07,5.04788063246975e-06
"328","grassRedWet2_bin.15.permissive",3.98684341672481e-06,1.32894780557494e-06,2.65789561114987e-06,2.65789561114987e-06,3.98684341672481e-06,0,1.19605302501744e-05
"329","grassRedWet2_bin.17.orig",1.81355971394723e-06,4.53389928486807e-07,4.53389928486807e-07,9.06779856973613e-07,3.17372949940765e-06,9.06779856973613e-07,6.34745899881529e-06
"330","grassRedWet2_bin.18.orig",8.24952276510804e-07,5.49968184340536e-07,5.49968184340536e-07,5.49968184340536e-07,1.92488864519188e-06,0,6.04965002774589e-06
"331","grassRedWet2_bin.19.strict",2.93683599973568e-06,1.46841799986784e-06,2.93683599973568e-06,2.93683599973568e-06,4.40525399960353e-06,0,1.46841799986784e-05
"332","grassRedWet2_bin.20.strict",1.15996317503574e-06,7.73308783357158e-07,3.86654391678579e-07,9.66635979196447e-07,2.12659915423218e-06,1.15996317503574e-06,5.4131614835001e-06
"333","grassRedWet2_bin.21.permissive",1.16237521611461e-06,6.97425129668767e-07,4.64950086445845e-07,9.2990017289169e-07,2.55722547545215e-06,1.62732530256046e-06,4.64950086445845e-06
"334","grassRedWet2_bin.22.orig",1.0999748262904e-06,7.85696304493146e-07,3.14278521797258e-07,6.28557043594517e-07,1.72853186988492e-06,9.42835565391775e-07,5.18559560965476e-06
"335","grassRedWet2_bin.23.orig",4.16720840375916e-07,4.16720840375916e-07,2.08360420187958e-07,4.16720840375916e-07,1.25016252112775e-06,4.16720840375916e-07,5.83409176526282e-06
"336","grassRedWet2_bin.25.orig",6.06086869824965e-07,1.51521717456241e-06,3.03043434912483e-07,6.06086869824965e-07,1.8182606094749e-06,9.09130304737448e-07,6.06086869824965e-06
"337","grassRedWet2_bin.26.permissive",1.08307534478621e-06,8.66460275828964e-07,4.33230137914482e-07,8.66460275828964e-07,2.38276575852965e-06,1.08307534478621e-06,5.84860686184551e-06
"338","grassRedWet2_bin.27.orig",1.93862788764682e-06,1.93862788764682e-06,9.6931394382341e-07,1.93862788764682e-06,3.39259880338194e-06,1.45397091573512e-06,7.75451155058728e-06
"339","grassRedWet2_bin.28.orig",1.73960037900094e-06,1.15973358600062e-06,2.89933396500156e-07,8.69800189500468e-07,2.89933396500156e-06,1.44966698250078e-06,7.53826830900406e-06
"340","grassRedWet2_bin.29.orig",7.20333687377341e-07,7.20333687377341e-07,3.6016684368867e-07,3.6016684368867e-07,1.44066737475468e-06,3.6016684368867e-07,8.64400424852809e-06
"341","grassRedWet2_bin.3.orig",1.10062621963143e-06,9.17188516359525e-07,3.6687540654381e-07,7.3375081308762e-07,1.65093932944714e-06,1.28406392290333e-06,5.31969339488524e-06
"342","grassRedWet2_bin.30.orig",9.61320931866059e-07,1.28176124248808e-06,6.40880621244039e-07,1.28176124248808e-06,1.92264186373212e-06,1.28176124248808e-06,8.65188838679453e-06
"343","grassRedWet2_bin.31.strict",9.31725746153929e-07,7.45380596923143e-07,3.72690298461572e-07,7.45380596923143e-07,2.23614179076943e-06,1.3044160446155e-06,5.03131902923122e-06
"344","grassRedWet2_bin.32.orig",1.46266189838888e-06,9.75107932259252e-07,4.87553966129626e-07,9.75107932259252e-07,3.41287776290738e-06,1.9502158645185e-06,7.31330949194439e-06
"345","grassRedWet2_bin.33.permissive",7.44274113178787e-07,1.48854822635757e-06,0,0,7.44274113178787e-07,0,1.48854822635757e-05
"346","grassRedWet2_bin.34.orig",7.04784961298496e-07,3.52392480649248e-07,3.52392480649248e-07,7.04784961298496e-07,1.40956992259699e-06,3.52392480649248e-07,8.1050270549327e-06
"347","grassRedWet2_bin.35.orig",0,3.89117928024857e-07,0,3.89117928024857e-07,0,3.89117928024857e-07,7.78235856049714e-06
"348","grassRedWet2_bin.36.orig",1.08399673933781e-06,1.44532898578374e-06,7.22664492891872e-07,1.08399673933781e-06,3.25199021801342e-06,1.08399673933781e-06,8.67197391470246e-06
"349","grassRedWet2_bin.37.strict",1.65549264315624e-06,1.32439411452499e-06,3.31098528631249e-07,6.62197057262497e-07,3.97318234357498e-06,1.32439411452499e-06,6.95306910125622e-06
"350","grassRedWet2_bin.4.orig",1.1948513853804e-06,5.97425692690198e-07,1.99141897563399e-07,7.96567590253597e-07,1.99141897563399e-06,7.96567590253597e-07,5.37683123421178e-06
"351","grassRedWet2_bin.40.orig",2.83314932028498e-07,5.66629864056996e-07,0,0,8.49944796085494e-07,0,5.09966877651297e-06
"352","grassRedWet2_bin.5.orig",1.03527299320612e-06,8.282183945649e-07,4.1410919728245e-07,8.282183945649e-07,1.6564367891298e-06,8.282183945649e-07,4.76225576874817e-06
"353","grassRedWet2_bin.6.orig",1.9019542580001e-06,7.60781703200038e-07,3.80390851600019e-07,7.60781703200038e-07,1.9019542580001e-06,1.14117255480006e-06,8.36859873520042e-06
"354","grassRedWet2_bin.7.strict",1.0284789947564e-06,8.22783195805122e-07,4.11391597902561e-07,8.22783195805122e-07,1.85126219056152e-06,8.22783195805122e-07,3.90822018007433e-06
"355","grassRedWet2_bin.8.orig",2.00105555680622e-06,2.00105555680622e-06,1.00052777840311e-06,2.00105555680622e-06,3.50184722441088e-06,1.50079166760466e-06,6.00316667041865e-06
"356","grassRedWet2_bin.9.orig",1.55965606464462e-06,9.35793638786775e-07,3.11931212928925e-07,1.2477248517157e-06,2.18351849050247e-06,6.2386242585785e-07,7.79828032322312e-06
"357","shrubAmbDry1_bin.1.orig",4.44791777401286e-07,4.44791777401286e-07,2.22395888700643e-07,4.44791777401286e-07,8.89583554802572e-07,4.44791777401286e-07,5.78229310621672e-06
"358","shrubAmbDry1_bin.10.orig",9.70497600808619e-07,7.27873200606464e-07,2.42624400202155e-07,4.85248800404309e-07,1.45574640121293e-06,4.85248800404309e-07,9.94760040828834e-06
"359","shrubAmbDry1_bin.11.orig",6.83046812271756e-07,6.83046812271756e-07,0,6.83046812271756e-07,1.70761703067939e-06,3.41523406135878e-07,5.46437449817405e-06
"360","shrubAmbDry1_bin.12.orig",1.03556867736133e-06,0,5.17784338680665e-07,5.17784338680665e-07,1.55335301604199e-06,0,4.66005904812598e-06
"361","shrubAmbDry1_bin.15.orig",7.39366145628302e-07,5.28118675448787e-07,2.11247470179515e-07,4.2249494035903e-07,1.26748482107709e-06,5.28118675448787e-07,4.01370193341078e-06
"362","shrubAmbDry1_bin.16.orig",5.70188926398873e-07,5.70188926398873e-07,1.90062975466291e-07,5.70188926398873e-07,1.52050380373033e-06,7.60251901865164e-07,6.84226711678648e-06
"363","shrubAmbDry1_bin.17.orig",4.34052833779033e-07,8.68105667558067e-07,8.68105667558067e-07,8.68105667558067e-07,8.68105667558067e-07,0,6.94484534046453e-06
"364","shrubAmbDry1_bin.2.orig",7.48959545399531e-07,5.99167636319625e-07,2.99583818159812e-07,5.99167636319625e-07,1.49791909079906e-06,7.48959545399531e-07,4.04438154515747e-06
"365","shrubAmbDry1_bin.3.orig",7.32054060728277e-07,4.88036040485518e-07,2.44018020242759e-07,4.88036040485518e-07,1.70812614169931e-06,7.32054060728277e-07,7.80857664776828e-06
"366","shrubAmbDry1_bin.4.orig",8.91970349121654e-07,8.91970349121654e-07,4.45985174560827e-07,4.45985174560827e-07,3.12189622192579e-06,4.45985174560827e-07,7.58174796753406e-06
"367","shrubAmbDry1_bin.5.orig",7.6062073751308e-07,7.6062073751308e-07,2.53540245837693e-07,5.07080491675386e-07,1.52124147502616e-06,5.07080491675386e-07,1.19163915543716e-05
"368","shrubAmbDry1_bin.6.orig",1.34202518310256e-06,6.7101259155128e-07,4.47341727700854e-07,8.94683455401707e-07,2.23670863850427e-06,8.94683455401707e-07,5.8154424601111e-06
"369","shrubAmbDry1_bin.7.orig",1.17298991316649e-06,8.79742434874867e-07,2.93247478291622e-07,8.79742434874867e-07,2.34597982633298e-06,8.79742434874867e-07,7.33118695729056e-06
"370","shrubAmbDry1_bin.8.orig",1.09809201022763e-06,1.09809201022763e-06,5.49046005113815e-07,5.49046005113815e-07,1.64713801534144e-06,1.09809201022763e-06,9.33378208693485e-06
"371","shrubAmbDry1_bin.9.strict",9.01009671437813e-07,9.01009671437813e-07,3.00336557145938e-07,6.00673114291875e-07,1.80201934287563e-06,0,1.05117795001078e-05
"372","shrubAmbDry2_bin.1.orig",8.11401489165153e-07,8.11401489165153e-07,4.05700744582577e-07,8.11401489165153e-07,2.43420446749546e-06,4.05700744582577e-07,8.51971563623411e-06
"373","shrubAmbDry2_bin.10.orig",6.60587500099088e-07,6.60587500099088e-07,0,6.60587500099088e-07,2.31205625034681e-06,6.60587500099088e-07,5.2847000007927e-06
"374","shrubAmbDry2_bin.11.orig",1.13998351583836e-06,7.59989010558907e-07,7.59989010558907e-07,7.59989010558907e-07,3.03995604223563e-06,7.59989010558907e-07,6.45990658975071e-06
"375","shrubAmbDry2_bin.12.strict",1.1170263863973e-06,8.9362110911784e-07,2.2340527727946e-07,6.7021583183838e-07,2.2340527727946e-06,8.9362110911784e-07,5.36172665470704e-06
"376","shrubAmbDry2_bin.13.orig",2.15210195798236e-06,1.72168156638589e-06,8.60840783192945e-07,1.72168156638589e-06,4.30420391596472e-06,1.72168156638589e-06,9.03882822352592e-06
"377","shrubAmbDry2_bin.14.orig",1.27154918240977e-06,1.27154918240977e-06,3.17887295602443e-07,6.35774591204885e-07,2.86098566042198e-06,6.35774591204885e-07,6.35774591204885e-06
"378","shrubAmbDry2_bin.15.orig",4.39989017874114e-07,8.79978035748228e-07,4.39989017874114e-07,4.39989017874114e-07,2.19994508937057e-06,4.39989017874114e-07,7.91980232173405e-06
"379","shrubAmbDry2_bin.16.orig",3.53602287948244e-06,7.07204575896488e-07,7.07204575896488e-07,2.12161372768946e-06,6.36484118306839e-06,1.41440915179298e-06,1.06080686384473e-05
"380","shrubAmbDry2_bin.17.orig",1.89468399039395e-06,1.42101299279546e-06,9.47341995196976e-07,9.47341995196976e-07,3.7893679807879e-06,1.89468399039395e-06,9.47341995196976e-06
"381","shrubAmbDry2_bin.2.orig",2.13020108565698e-06,1.06510054282849e-06,5.32550271414246e-07,1.06510054282849e-06,3.19530162848547e-06,5.32550271414246e-07,4.79295244272821e-06
"382","shrubAmbDry2_bin.3.orig",7.13405804662e-07,7.13405804662e-07,1.783514511655e-07,5.350543534965e-07,1.426811609324e-06,7.13405804662e-07,5.1721920837995e-06
"383","shrubAmbDry2_bin.4.orig",4.35865735047245e-07,4.35865735047245e-07,2.17932867523622e-07,4.35865735047245e-07,1.08966433761811e-06,2.17932867523622e-07,6.32005315818505e-06
"384","shrubAmbDry2_bin.5.orig",0,5.59890194335087e-07,2.79945097167544e-07,2.79945097167544e-07,2.79945097167544e-07,0,5.03901174901578e-06
"385","shrubAmbDry2_bin.6.orig",7.52976408173451e-07,5.37840291552465e-07,2.15136116620986e-07,4.30272233241972e-07,1.29081669972592e-06,6.45408349862958e-07,3.98001815748824e-06
"386","shrubAmbDry2_bin.7.orig",1.6817088516325e-06,4.20427212908124e-07,4.20427212908124e-07,1.26128163872437e-06,2.94299049035687e-06,1.26128163872437e-06,7.98811704525437e-06
"387","shrubAmbDry2_bin.8.orig",1.57471077484037e-06,1.57471077484037e-06,7.87355387420187e-07,1.96838846855047e-06,3.54309924339084e-06,1.96838846855047e-06,5.9051654056514e-06
"388","shrubAmbDry2_bin.9.orig",4.23440210348159e-07,4.23440210348159e-07,4.23440210348159e-07,2.11720105174079e-07,1.0586005258704e-06,2.11720105174079e-07,7.41020368109278e-06
"389","shrubAmbWet1_bin.1.strict",6.16065509942065e-07,1.23213101988413e-06,0,0,6.16065509942065e-07,6.16065509942065e-07,9.24098264913098e-06
"390","shrubAmbWet1_bin.10.orig",4.04996031038896e-07,4.04996031038896e-07,2.02498015519448e-07,4.04996031038896e-07,1.01249007759724e-06,4.04996031038896e-07,5.66994443454454e-06
"391","shrubAmbWet1_bin.11.orig",7.82781315949326e-07,5.21854210632884e-07,2.60927105316442e-07,5.21854210632884e-07,1.30463552658221e-06,0,5.47946921164528e-06
"392","shrubAmbWet1_bin.12.strict",1.56915214263802e-06,1.04610142842535e-06,5.23050714212674e-07,1.30762678553168e-06,2.87677892816971e-06,1.56915214263802e-06,7.0611846418711e-06
"393","shrubAmbWet1_bin.13.orig",1.35144083865013e-06,9.00960559100085e-07,4.50480279550042e-07,9.00960559100085e-07,2.25240139775021e-06,9.00960559100085e-07,6.30672391370059e-06
"394","shrubAmbWet1_bin.14.orig",3.97953088494022e-07,7.95906176988044e-07,0,0,3.97953088494022e-07,0,5.96929632741033e-06
"395","shrubAmbWet1_bin.15.orig",1.55532303476186e-06,1.16649227607139e-06,3.88830758690465e-07,7.77661517380929e-07,2.72181531083325e-06,1.16649227607139e-06,3.88830758690465e-06
"396","shrubAmbWet1_bin.16.orig",8.33206963610519e-07,5.55471309073679e-07,2.7773565453684e-07,2.7773565453684e-07,8.33206963610519e-07,2.7773565453684e-07,5.55471309073679e-06
"397","shrubAmbWet1_bin.17.orig",1.33209892166592e-06,1.06567913733274e-06,2.66419784333185e-07,7.99259352999554e-07,2.39777805899866e-06,1.33209892166592e-06,6.66049460832961e-06
"398","shrubAmbWet1_bin.18.orig",1.39989295485205e-06,9.33261969901368e-07,9.33261969901368e-07,4.66630984950684e-07,3.73304787960547e-06,1.39989295485205e-06,8.39935772911231e-06
"399","shrubAmbWet1_bin.19.orig",1.35415237283606e-06,6.77076186418032e-07,4.51384124278688e-07,9.02768248557376e-07,1.80553649711475e-06,9.02768248557376e-07,5.6423015534836e-06
"400","shrubAmbWet1_bin.2.orig",8.9688017668027e-07,6.40628697628764e-07,2.56251479051506e-07,5.12502958103011e-07,1.28125739525753e-06,6.40628697628764e-07,4.22814940434984e-06
"401","shrubAmbWet1_bin.20.strict",7.3388947477732e-07,7.3388947477732e-07,2.44629824925773e-07,4.89259649851546e-07,1.46777894955464e-06,2.44629824925773e-07,1.17422315964371e-05
"402","shrubAmbWet1_bin.21.orig",6.80541779310509e-07,6.80541779310509e-07,3.40270889655255e-07,3.40270889655255e-07,2.04162533793153e-06,0,6.12487601379458e-06
"403","shrubAmbWet1_bin.22.orig",5.68283528017799e-07,1.7048505840534e-06,5.68283528017799e-07,5.68283528017799e-07,2.84141764008899e-06,1.1365670560356e-06,7.38768586423138e-06
"404","shrubAmbWet1_bin.3.orig",1.43069615835599e-06,8.17540661917709e-07,4.08770330958855e-07,1.02192582739714e-06,2.2482368202737e-06,1.22631099287656e-06,6.54032529534167e-06
"405","shrubAmbWet1_bin.4.permissive",1.07677050682511e-06,1.07677050682511e-06,3.58923502275037e-07,3.58923502275037e-07,2.87138801820029e-06,3.58923502275037e-07,7.17847004550073e-06
"406","shrubAmbWet1_bin.5.orig",5.21788586918238e-07,7.82682880377358e-07,2.60894293459119e-07,2.60894293459119e-07,2.08715434767295e-06,7.82682880377358e-07,7.30504021685534e-06
"407","shrubAmbWet1_bin.6.strict",1.16314009053107e-06,1.55085345404143e-06,3.87713363510357e-07,7.75426727020714e-07,2.32628018106214e-06,3.87713363510357e-07,1.00805474512693e-05
"408","shrubAmbWet1_bin.7.orig",1.79928037781289e-06,4.49820094453223e-07,4.49820094453223e-07,4.49820094453223e-07,3.59856075562579e-06,0,5.39784113343868e-06
"409","shrubAmbWet1_bin.8.orig",7.19411780152076e-07,5.39558835114057e-07,1.79852945038019e-07,5.39558835114057e-07,1.43882356030415e-06,8.99264725190096e-07,6.47470602136869e-06
"410","shrubAmbWet1_bin.9.strict",7.68543070978987e-07,9.60678838723734e-07,1.92135767744747e-07,3.84271535489494e-07,1.72922190970272e-06,9.60678838723734e-07,5.76407303234241e-06
"411","shrubAmbWet2_bin.1.orig",6.45353647345209e-07,4.30235764896806e-07,2.15117882448403e-07,6.45353647345209e-07,1.50582517713882e-06,6.45353647345209e-07,5.59306494365848e-06
"412","shrubAmbWet2_bin.10.strict",1.07929167382597e-06,8.63433339060774e-07,4.31716669530387e-07,1.07929167382597e-06,1.94272501288674e-06,1.07929167382597e-06,6.04403337342542e-06
"413","shrubAmbWet2_bin.11.orig",8.64064880903777e-07,6.48048660677833e-07,2.16016220225944e-07,6.48048660677833e-07,1.72812976180755e-06,6.48048660677833e-07,5.40040550564861e-06
"414","shrubAmbWet2_bin.12.orig",7.21964841756136e-07,7.21964841756136e-07,3.60982420878068e-07,7.21964841756136e-07,1.80491210439034e-06,3.60982420878068e-07,8.30259568019557e-06
"415","shrubAmbWet2_bin.13.orig",6.19372459256751e-07,6.19372459256751e-07,2.477489837027e-07,3.7162347555405e-07,1.2387449185135e-06,6.19372459256751e-07,3.59236026368915e-06
"416","shrubAmbWet2_bin.14.orig",1.10057736288457e-06,7.33718241923046e-07,7.33718241923046e-07,1.10057736288457e-06,2.20115472576914e-06,1.46743648384609e-06,5.50288681442285e-06
"417","shrubAmbWet2_bin.15.orig",4.40238503611717e-07,8.80477007223433e-07,4.40238503611717e-07,4.40238503611717e-07,1.32071551083515e-06,0,9.24500857584605e-06
"418","shrubAmbWet2_bin.16.orig",7.80873899407043e-07,1.95218474851761e-06,3.90436949703522e-07,3.90436949703522e-07,2.34262169822113e-06,3.90436949703522e-07,8.58961289347748e-06
"419","shrubAmbWet2_bin.17.strict",1.17043499919006e-06,1.17043499919006e-06,2.34086999838012e-07,4.68173999676024e-07,2.10678299854211e-06,9.36347999352047e-07,5.8521749959503e-06
"420","shrubAmbWet2_bin.18.strict",1.40773196783332e-06,9.3848797855555e-07,4.69243989277775e-07,1.17310997319444e-06,2.58084194102776e-06,1.40773196783332e-06,6.56941584988885e-06
"421","shrubAmbWet2_bin.19.orig",9.24964134515684e-07,1.38744620177353e-06,4.62482067257842e-07,9.24964134515684e-07,2.77489240354705e-06,2.31241033628921e-06,9.71212341241468e-06
"422","shrubAmbWet2_bin.2.permissive",1.55151816052007e-06,1.55151816052007e-06,3.87879540130017e-07,1.16363862039005e-06,3.10303632104014e-06,1.55151816052007e-06,5.43031356182024e-06
"423","shrubAmbWet2_bin.20.orig",8.6567195188249e-07,8.6567195188249e-07,2.88557317294163e-07,5.77114634588327e-07,1.15422926917665e-06,2.88557317294163e-07,6.3482609804716e-06
"424","shrubAmbWet2_bin.21.orig",7.24952352506631e-07,7.24952352506631e-07,2.41650784168877e-07,4.83301568337754e-07,1.20825392084439e-06,2.41650784168877e-07,5.3163172517153e-06
"425","shrubAmbWet2_bin.22.orig",1.31103094885209e-06,1.31103094885209e-06,6.55515474426047e-07,1.31103094885209e-06,3.27757737213024e-06,1.63878868606512e-06,6.55515474426047e-06
"426","shrubAmbWet2_bin.23.orig",8.89157085011123e-07,8.89157085011123e-07,2.96385695003708e-07,8.89157085011123e-07,1.77831417002225e-06,5.92771390007416e-07,5.03855681506303e-06
"427","shrubAmbWet2_bin.24.strict",0,0,0,4.02415134672249e-07,0,4.02415134672249e-07,5.63381188541149e-06
"428","shrubAmbWet2_bin.3.permissive",1.132774543203e-06,6.79664725921801e-07,4.53109817281201e-07,1.132774543203e-06,2.0389941777654e-06,1.3593294518436e-06,4.75765308145261e-06
"429","shrubAmbWet2_bin.4.orig",7.22101430699565e-07,7.22101430699565e-07,7.22101430699565e-07,7.22101430699565e-07,1.44420286139913e-06,0,6.1378621609463e-06
"430","shrubAmbWet2_bin.5.orig",1.27214162498283e-06,8.48094416655217e-07,4.24047208327609e-07,1.06011802081902e-06,2.54428324996565e-06,8.48094416655217e-07,5.93666091658652e-06
"431","shrubAmbWet2_bin.6.orig",4.1356048280705e-07,4.1356048280705e-07,2.06780241403525e-07,4.1356048280705e-07,1.86102217263173e-06,4.1356048280705e-07,6.41018748350928e-06
"432","shrubAmbWet2_bin.7.orig",7.47456778311794e-07,1.12118516746769e-06,3.73728389155897e-07,3.73728389155897e-07,1.49491355662359e-06,3.73728389155897e-07,8.59575295058563e-06
